#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCNB2	CDC20	9606.ENSP00000288207	9606.ENSP00000361540	0	0	0	0	0.988	0.672	0.600	0.894	0.999
CCNE1	TARBP1	9606.ENSP00000262643	9606.ENSP00000040877	0	0	0	0	0	0	0	0.499	0.499
CCNE1	TRIP13	9606.ENSP00000262643	9606.ENSP00000166345	0	0	0	0	0.279	0.169	0	0.088	0.406
CCNE1	CDC6	9606.ENSP00000262643	9606.ENSP00000209728	0	0	0	0	0.596	0.415	0.900	0.831	0.995
CCNE1	MYBL2	9606.ENSP00000262643	9606.ENSP00000217026	0	0	0	0	0.326	0.579	0	0.427	0.823
CCNE1	GMNN	9606.ENSP00000262643	9606.ENSP00000230056	0	0	0	0	0.309	0	0	0.484	0.629
CCNE1	GINS2	9606.ENSP00000262643	9606.ENSP00000253462	0	0	0	0	0.318	0.058	0	0.244	0.472
CCNE1	KIF23	9606.ENSP00000262643	9606.ENSP00000260363	0	0	0	0	0.312	0.139	0	0.236	0.508
CCNE1	KIF11	9606.ENSP00000262643	9606.ENSP00000260731	0	0	0	0	0.252	0.139	0	0.254	0.477
CCNE1	MCM4	9606.ENSP00000262643	9606.ENSP00000262105	0	0	0	0	0.292	0.165	0	0.461	0.654
CCNE1	PKMYT1	9606.ENSP00000262643	9606.ENSP00000262300	0	0	0	0	0.252	0.216	0	0.390	0.611
CCNE1	RAD54L	9606.ENSP00000262643	9606.ENSP00000361043	0	0	0	0	0.244	0.117	0	0.177	0.403
CCNE1	MMP9	9606.ENSP00000262643	9606.ENSP00000361405	0	0	0	0	0	0	0	0.406	0.406
CCNE1	NUF2	9606.ENSP00000262643	9606.ENSP00000271452	0	0	0	0	0.213	0	0	0.286	0.414
CCNE1	CENPE	9606.ENSP00000262643	9606.ENSP00000265148	0	0	0	0	0.166	0.139	0	0.271	0.431
CCNE1	KIF20A	9606.ENSP00000262643	9606.ENSP00000378356	0	0	0	0	0.247	0.139	0	0.195	0.432
CCNE1	TTK	9606.ENSP00000262643	9606.ENSP00000358813	0	0	0	0	0.246	0.067	0	0.262	0.436
CCNE1	TPX2	9606.ENSP00000262643	9606.ENSP00000300403	0	0	0	0	0.304	0	0	0.230	0.442
CCNE1	KIF4A	9606.ENSP00000262643	9606.ENSP00000363524	0	0	0	0	0.227	0.139	0	0.250	0.457
CCNE1	NOTCH3	9606.ENSP00000262643	9606.ENSP00000263388	0	0	0	0	0.063	0.179	0	0.357	0.462
CCNE1	UBE2S	9606.ENSP00000262643	9606.ENSP00000264552	0	0	0	0	0.171	0.142	0	0.305	0.463
CCNE1	CDKN3	9606.ENSP00000262643	9606.ENSP00000335357	0	0	0	0	0.177	0.085	0	0.350	0.468
CCNE1	DTL	9606.ENSP00000262643	9606.ENSP00000355958	0	0	0	0	0.380	0	0	0.189	0.476
CCNE1	EZH2	9606.ENSP00000262643	9606.ENSP00000320147	0	0	0	0	0.173	0.064	0	0.423	0.514
CCNE1	CDCA8	9606.ENSP00000262643	9606.ENSP00000362146	0	0	0	0	0.314	0	0	0.328	0.519
CCNE1	KIF2C	9606.ENSP00000262643	9606.ENSP00000361298	0	0	0	0	0.322	0.139	0	0.261	0.531
CCNE1	CDCA5	9606.ENSP00000262643	9606.ENSP00000275517	0	0	0	0	0.315	0	0	0.367	0.548
CCNE1	MCM6	9606.ENSP00000262643	9606.ENSP00000264156	0	0	0	0	0.271	0.165	0	0.427	0.621
CCNE1	MKI67	9606.ENSP00000262643	9606.ENSP00000357643	0	0	0	0	0.182	0	0	0.564	0.628
CCNE1	CDKN2C	9606.ENSP00000262643	9606.ENSP00000262662	0	0	0	0	0	0.256	0	0.521	0.628
CCNE1	TOP2A	9606.ENSP00000262643	9606.ENSP00000411532	0	0	0	0	0.229	0.056	0	0.566	0.657
CCNE1	CDC45	9606.ENSP00000262643	9606.ENSP00000405726	0	0	0	0	0.333	0.078	0	0.512	0.673
CCNE1	CHEK1	9606.ENSP00000262643	9606.ENSP00000388648	0	0	0	0	0.211	0.058	0	0.610	0.684
CCNE1	CDKN2A	9606.ENSP00000262643	9606.ENSP00000418915	0	0	0	0	0	0.208	0	0.644	0.706
CCNE1	MCM2	9606.ENSP00000262643	9606.ENSP00000265056	0	0	0	0	0.411	0.165	0	0.469	0.716
CCNE1	CDC20	9606.ENSP00000262643	9606.ENSP00000361540	0	0	0	0	0.393	0.175	0	0.536	0.747
CCNE1	MCM3	9606.ENSP00000262643	9606.ENSP00000480987	0	0	0	0	0.269	0.364	0	0.530	0.763
CCNE1	FOXM1	9606.ENSP00000262643	9606.ENSP00000342307	0	0	0	0	0.198	0.519	0.900	0.552	0.980
CCNE1	E2F1	9606.ENSP00000262643	9606.ENSP00000345571	0	0	0	0	0.247	0.441	0.900	0.594	0.980
CDC20	TRIP13	9606.ENSP00000361540	9606.ENSP00000166345	0	0	0	0	0.900	0.958	0	0.669	0.998
CDC20	CDC6	9606.ENSP00000361540	9606.ENSP00000209728	0	0	0	0	0.760	0.352	0	0.791	0.964
CDC20	CENPM	9606.ENSP00000361540	9606.ENSP00000215980	0	0	0	0	0.806	0	0	0.335	0.865
CDC20	POLE2	9606.ENSP00000361540	9606.ENSP00000216367	0	0	0	0	0.595	0	0	0.245	0.681
CDC20	MYBL2	9606.ENSP00000361540	9606.ENSP00000217026	0	0	0	0	0.641	0.058	0	0.467	0.804
CDC20	RNASEH2A	9606.ENSP00000361540	9606.ENSP00000221486	0	0	0	0	0.779	0	0	0.108	0.795
CDC20	GMNN	9606.ENSP00000361540	9606.ENSP00000230056	0	0	0	0	0.420	0.486	0	0.793	0.933
CDC20	NCAPH	9606.ENSP00000361540	9606.ENSP00000240423	0	0	0	0	0.906	0	0	0.382	0.939
CDC20	DLGAP5	9606.ENSP00000361540	9606.ENSP00000247191	0	0	0	0	0.981	0	0	0.567	0.991
CDC20	NCAPG	9606.ENSP00000361540	9606.ENSP00000251496	0	0	0	0	0.948	0.056	0	0.547	0.976
CDC20	GINS2	9606.ENSP00000361540	9606.ENSP00000253462	0	0	0	0	0.868	0	0	0.274	0.900
CDC20	TROAP	9606.ENSP00000361540	9606.ENSP00000257909	0	0	0	0	0.920	0	0	0.202	0.933
CDC20	KIF23	9606.ENSP00000361540	9606.ENSP00000260363	0	0	0	0	0.971	0.102	0	0.510	0.986
CDC20	KIF11	9606.ENSP00000361540	9606.ENSP00000260731	0	0	0	0	0.981	0.243	0	0.717	0.995
CDC20	NDC80	9606.ENSP00000361540	9606.ENSP00000261597	0	0	0	0	0.973	0.056	0	0.731	0.992
CDC20	MCM4	9606.ENSP00000361540	9606.ENSP00000262105	0	0	0	0	0.915	0.057	0	0.523	0.958
CDC20	PRR11	9606.ENSP00000361540	9606.ENSP00000262293	0	0	0	0	0.869	0	0	0.075	0.873
CDC20	PKMYT1	9606.ENSP00000361540	9606.ENSP00000262300	0	0	0	0	0.583	0.565	0	0.674	0.935
CDC20	CHTF18	9606.ENSP00000361540	9606.ENSP00000262315	0	0	0	0	0.394	0	0	0.208	0.500
CDC20	GINS1	9606.ENSP00000361540	9606.ENSP00000262460	0	0	0	0	0.464	0	0	0.143	0.521
CDC20	MCM6	9606.ENSP00000361540	9606.ENSP00000264156	0	0	0	0	0.908	0.105	0	0.524	0.957
CDC20	UBE2S	9606.ENSP00000361540	9606.ENSP00000264552	0	0	0	0	0.572	0.879	0.600	0.845	0.996
CDC20	DEPDC1B	9606.ENSP00000361540	9606.ENSP00000265036	0	0	0	0	0.512	0	0	0.201	0.594
CDC20	MCM2	9606.ENSP00000361540	9606.ENSP00000265056	0	0	0	0	0.918	0.057	0	0.592	0.965
CDC20	CENPE	9606.ENSP00000361540	9606.ENSP00000265148	0	0	0	0	0.966	0.102	0	0.824	0.994
CDC20	SPDL1	9606.ENSP00000361540	9606.ENSP00000265295	0	0	0	0	0.724	0	0	0.293	0.797
CDC20	NUF2	9606.ENSP00000361540	9606.ENSP00000271452	0	0	0	0	0.914	0.056	0	0.623	0.967
CDC20	CDCA5	9606.ENSP00000361540	9606.ENSP00000275517	0	0	0	0	0.836	0	0	0.508	0.916
CDC20	CENPU	9606.ENSP00000361540	9606.ENSP00000281453	0	0	0	0	0.551	0	0	0.323	0.683
CDC20	CENPH	9606.ENSP00000361540	9606.ENSP00000283006	0	0	0	0	0.403	0	0	0.336	0.587
CDC20	SKA1	9606.ENSP00000361540	9606.ENSP00000285116	0	0	0	0	0.840	0	0	0.436	0.906
CDC20	FANCD2	9606.ENSP00000361540	9606.ENSP00000287647	0	0	0	0	0.299	0	0	0.326	0.508
CDC20	TPX2	9606.ENSP00000361540	9606.ENSP00000300403	0	0	0	0	0.920	0.368	0	0.517	0.973
CDC20	CDCA7	9606.ENSP00000361540	9606.ENSP00000306968	0	0	0	0	0.837	0	0	0.280	0.878
CDC20	CHAF1B	9606.ENSP00000361540	9606.ENSP00000315700	0	0	0	0.556	0.417	0	0	0.203	0.461
CDC20	EZH2	9606.ENSP00000361540	9606.ENSP00000320147	0	0	0	0	0.366	0.077	0	0.250	0.523
CDC20	TACC3	9606.ENSP00000361540	9606.ENSP00000326550	0	0	0	0	0.964	0	0	0.336	0.975
CDC20	CDKN3	9606.ENSP00000361540	9606.ENSP00000335357	0	0	0	0	0.825	0.216	0	0.399	0.910
CDC20	FOXM1	9606.ENSP00000361540	9606.ENSP00000342307	0	0	0	0	0.961	0.058	0	0.526	0.981
CDC20	E2F1	9606.ENSP00000361540	9606.ENSP00000345571	0	0	0	0	0.460	0.486	0	0.442	0.832
CDC20	CPLX2	9606.ENSP00000361540	9606.ENSP00000352544	0	0	0	0	0	0	0	0.728	0.728
CDC20	CENPF	9606.ENSP00000361540	9606.ENSP00000355922	0	0	0	0	0.834	0	0	0.660	0.941
CDC20	DTL	9606.ENSP00000361540	9606.ENSP00000355958	0	0	0	0	0.757	0	0	0.407	0.850
CDC20	NEK2	9606.ENSP00000361540	9606.ENSP00000355966	0	0	0	0	0.947	0.675	0.600	0.878	0.999
CDC20	UBE2T	9606.ENSP00000361540	9606.ENSP00000356243	0	0	0	0	0.650	0.138	0	0.217	0.743
CDC20	MKI67	9606.ENSP00000361540	9606.ENSP00000357643	0	0	0	0	0.940	0	0	0.559	0.972
CDC20	TTK	9606.ENSP00000361540	9606.ENSP00000358813	0	0	0	0	0.982	0.375	0	0.760	0.997
CDC20	STIL	9606.ENSP00000361540	9606.ENSP00000360944	0	0	0	0	0.612	0	0	0.212	0.681
CDC20	RAD54L	9606.ENSP00000361540	9606.ENSP00000361043	0	0	0	0	0.593	0.085	0	0.318	0.724
CDC20	KIF2C	9606.ENSP00000361540	9606.ENSP00000361298	0	0	0	0	0.957	0.102	0	0.623	0.984
CDC20	CDKN2A	9606.ENSP00000361540	9606.ENSP00000418915	0	0	0	0	0.065	0.092	0	0.372	0.420
CDC20	STMN1	9606.ENSP00000361540	9606.ENSP00000410452	0	0	0	0	0.277	0	0	0.256	0.439
CDC20	NUDT1	9606.ENSP00000361540	9606.ENSP00000380241	0	0	0	0	0.229	0	0	0.337	0.467
CDC20	HELLS	9606.ENSP00000361540	9606.ENSP00000377601	0	0	0	0	0.400	0.085	0	0.242	0.548
CDC20	DEPDC1	9606.ENSP00000361540	9606.ENSP00000412292	0	0	0	0	0.647	0	0	0.315	0.748
CDC20	FAM83D	9606.ENSP00000361540	9606.ENSP00000481110	0	0	0	0	0.761	0	0	0.253	0.813
CDC20	EPHB2	9606.ENSP00000361540	9606.ENSP00000363763	0	0	0	0	0.820	0.071	0	0	0.825
CDC20	TCF19	9606.ENSP00000361540	9606.ENSP00000365433	0	0	0	0	0.872	0	0	0.125	0.883
CDC20	HMMR	9606.ENSP00000361540	9606.ENSP00000377492	0	0	0	0	0.824	0	0	0.374	0.885
CDC20	ZWINT	9606.ENSP00000361540	9606.ENSP00000363055	0	0	0	0	0.772	0	0	0.564	0.896
CDC20	HJURP	9606.ENSP00000361540	9606.ENSP00000414109	0	0	0	0	0.891	0	0	0.369	0.928
CDC20	CDC45	9606.ENSP00000361540	9606.ENSP00000405726	0	0	0	0	0.860	0.056	0	0.613	0.944
CDC20	CHEK1	9606.ENSP00000361540	9606.ENSP00000388648	0	0	0	0	0.808	0.221	0	0.677	0.947
CDC20	ECT2	9606.ENSP00000361540	9606.ENSP00000376457	0	0	0	0	0.930	0	0	0.358	0.953
CDC20	MCM3	9606.ENSP00000361540	9606.ENSP00000480987	0	0	0	0	0.878	0.105	0	0.612	0.954
CDC20	KIF4A	9606.ENSP00000361540	9606.ENSP00000363524	0	0	0	0	0.944	0.102	0	0.462	0.970
CDC20	CDCA3	9606.ENSP00000361540	9606.ENSP00000442068	0	0	0	0	0.942	0	0	0.591	0.975
CDC20	KIF20A	9606.ENSP00000361540	9606.ENSP00000378356	0	0	0	0	0.955	0.102	0	0.576	0.981
CDC20	TOP2A	9606.ENSP00000361540	9606.ENSP00000411532	0	0	0	0	0.965	0	0	0.663	0.987
CDC20	NUSAP1	9606.ENSP00000361540	9606.ENSP00000453403	0	0	0	0	0.981	0	0	0.557	0.991
CDC20	CDCA8	9606.ENSP00000361540	9606.ENSP00000362146	0	0	0	0	0.989	0	0	0.660	0.996
CDC45	TRIP13	9606.ENSP00000405726	9606.ENSP00000166345	0	0	0	0	0.807	0	0	0.147	0.828
CDC45	CDC6	9606.ENSP00000405726	9606.ENSP00000209728	0	0	0	0	0.900	0.154	0.600	0.943	0.997
CDC45	CENPM	9606.ENSP00000405726	9606.ENSP00000215980	0	0	0	0	0.803	0	0	0.134	0.822
CDC45	POLE2	9606.ENSP00000405726	9606.ENSP00000216367	0	0	0	0	0.881	0.904	0.900	0.765	0.999
CDC45	MYBL2	9606.ENSP00000405726	9606.ENSP00000217026	0	0	0	0	0.605	0	0	0.249	0.690
CDC45	RNASEH2A	9606.ENSP00000405726	9606.ENSP00000221486	0	0	0	0	0.710	0	0	0.215	0.763
CDC45	GMNN	9606.ENSP00000405726	9606.ENSP00000230056	0	0	0	0	0.567	0	0	0.859	0.936
CDC45	NCAPH	9606.ENSP00000405726	9606.ENSP00000240423	0	0	0	0	0.781	0	0	0.202	0.817
CDC45	DLGAP5	9606.ENSP00000405726	9606.ENSP00000247191	0	0	0	0	0.838	0	0	0.296	0.881
CDC45	NCAPG	9606.ENSP00000405726	9606.ENSP00000251496	0	0	0	0	0.954	0	0	0.334	0.968
CDC45	GINS2	9606.ENSP00000405726	9606.ENSP00000253462	0	0	0	0	0.927	0.937	0.600	0.816	0.999
CDC45	TROAP	9606.ENSP00000405726	9606.ENSP00000257909	0	0	0	0	0.785	0	0	0.158	0.811
CDC45	KIF23	9606.ENSP00000405726	9606.ENSP00000260363	0	0	0	0	0.856	0	0	0.230	0.884
CDC45	KIF11	9606.ENSP00000405726	9606.ENSP00000260731	0	0	0	0	0.943	0	0	0.235	0.954
CDC45	NDC80	9606.ENSP00000405726	9606.ENSP00000261597	0	0	0	0	0.838	0	0	0.106	0.849
CDC45	MCM4	9606.ENSP00000405726	9606.ENSP00000262105	0	0	0	0	0.957	0.952	0.600	0.973	0.999
CDC45	PKMYT1	9606.ENSP00000405726	9606.ENSP00000262300	0	0	0	0	0.718	0	0	0.317	0.799
CDC45	CHTF18	9606.ENSP00000405726	9606.ENSP00000262315	0	0	0	0	0.803	0.125	0	0.739	0.951
CDC45	GINS1	9606.ENSP00000405726	9606.ENSP00000262460	0	0	0	0	0.674	0.937	0.600	0.856	0.998
CDC45	MCM6	9606.ENSP00000405726	9606.ENSP00000264156	0	0	0	0	0.891	0.985	0.600	0.941	0.999
CDC45	DEPDC1B	9606.ENSP00000405726	9606.ENSP00000265036	0	0	0	0	0.569	0	0	0.165	0.624
CDC45	MCM2	9606.ENSP00000405726	9606.ENSP00000265056	0	0	0	0	0.918	0.987	0.600	0.994	0.999
CDC45	CENPE	9606.ENSP00000405726	9606.ENSP00000265148	0	0	0	0	0.719	0	0	0.265	0.785
CDC45	NUF2	9606.ENSP00000405726	9606.ENSP00000271452	0	0	0	0	0.877	0	0	0.269	0.906
CDC45	MMS22L	9606.ENSP00000405726	9606.ENSP00000275053	0	0	0	0	0.354	0	0	0.290	0.523
CDC45	CDCA5	9606.ENSP00000405726	9606.ENSP00000275517	0	0	0	0	0.791	0	0	0.459	0.882
CDC45	GINS4	9606.ENSP00000405726	9606.ENSP00000276533	0	0	0	0	0.325	0.976	0.600	0.984	0.999
CDC45	CENPU	9606.ENSP00000405726	9606.ENSP00000281453	0	0	0	0	0.746	0	0	0.279	0.809
CDC45	CENPH	9606.ENSP00000405726	9606.ENSP00000283006	0	0	0	0	0.593	0	0	0	0.593
CDC45	SKA1	9606.ENSP00000405726	9606.ENSP00000285116	0	0	0	0	0.380	0	0	0.126	0.435
CDC45	FANCD2	9606.ENSP00000405726	9606.ENSP00000287647	0	0	0	0	0.504	0	0	0.581	0.783
CDC45	TPX2	9606.ENSP00000405726	9606.ENSP00000300403	0	0	0	0	0.878	0	0	0.300	0.911
CDC45	CDCA7	9606.ENSP00000405726	9606.ENSP00000306968	0	0	0	0	0.697	0	0	0.297	0.778
CDC45	CHAF1B	9606.ENSP00000405726	9606.ENSP00000315700	0	0	0	0	0.814	0	0	0.282	0.861
CDC45	EZH2	9606.ENSP00000405726	9606.ENSP00000320147	0	0	0	0	0.588	0.061	0	0.081	0.613
CDC45	TACC3	9606.ENSP00000405726	9606.ENSP00000326550	0	0	0	0	0.588	0	0	0.074	0.602
CDC45	CDKN3	9606.ENSP00000405726	9606.ENSP00000335357	0	0	0	0	0.785	0	0	0.237	0.829
CDC45	FOXM1	9606.ENSP00000405726	9606.ENSP00000342307	0	0	0	0	0.796	0	0	0.338	0.859
CDC45	E2F1	9606.ENSP00000405726	9606.ENSP00000345571	0	0	0	0	0.562	0	0.900	0.342	0.968
CDC45	CENPF	9606.ENSP00000405726	9606.ENSP00000355922	0	0	0	0	0.798	0	0	0.296	0.851
CDC45	DTL	9606.ENSP00000405726	9606.ENSP00000355958	0	0	0	0	0.891	0	0	0.287	0.919
CDC45	NEK2	9606.ENSP00000405726	9606.ENSP00000355966	0	0	0	0	0.624	0	0	0.343	0.742
CDC45	UBE2T	9606.ENSP00000405726	9606.ENSP00000356243	0	0	0	0	0.673	0	0	0.249	0.744
CDC45	MKI67	9606.ENSP00000405726	9606.ENSP00000357643	0	0	0	0	0.727	0	0	0.260	0.789
CDC45	TTK	9606.ENSP00000405726	9606.ENSP00000358813	0	0	0	0	0.880	0	0	0.391	0.923
CDC45	STIL	9606.ENSP00000405726	9606.ENSP00000360944	0	0	0	0	0.581	0	0	0.043	0.581
CDC45	RAD54L	9606.ENSP00000405726	9606.ENSP00000361043	0	0	0	0	0.800	0.060	0	0.342	0.866
CDC45	KIF2C	9606.ENSP00000405726	9606.ENSP00000361298	0	0	0	0	0.834	0	0	0.400	0.896
CDC45	CDCA8	9606.ENSP00000405726	9606.ENSP00000362146	0	0	0	0	0.842	0	0	0.494	0.916
CDC45	ZWINT	9606.ENSP00000405726	9606.ENSP00000363055	0	0	0	0	0.799	0	0	0.218	0.836
CDC45	KIF4A	9606.ENSP00000405726	9606.ENSP00000363524	0	0	0	0	0.772	0	0	0.336	0.842
CDC45	ECT2	9606.ENSP00000405726	9606.ENSP00000376457	0	0	0	0	0.399	0	0	0.068	0.417
CDC45	HMMR	9606.ENSP00000405726	9606.ENSP00000377492	0	0	0	0	0.802	0	0	0.217	0.838
CDC45	HELLS	9606.ENSP00000405726	9606.ENSP00000377601	0	0	0	0	0.613	0.098	0	0.075	0.650
CDC45	KIF20A	9606.ENSP00000405726	9606.ENSP00000378356	0	0	0	0	0.808	0	0	0.302	0.861
CDC45	CHEK1	9606.ENSP00000405726	9606.ENSP00000388648	0	0	0	0	0.832	0.642	0.650	0.880	0.997
CDC45	CDCA3	9606.ENSP00000405726	9606.ENSP00000442068	0	0	0	0	0.363	0	0	0.404	0.604
CDC45	DEPDC1	9606.ENSP00000405726	9606.ENSP00000412292	0	0	0	0	0.583	0	0	0.093	0.606
CDC45	FAM83D	9606.ENSP00000405726	9606.ENSP00000481110	0	0	0	0	0.645	0	0	0.234	0.717
CDC45	CDKN2A	9606.ENSP00000405726	9606.ENSP00000418915	0	0	0	0	0.072	0.765	0	0.181	0.806
CDC45	NUSAP1	9606.ENSP00000405726	9606.ENSP00000453403	0	0	0	0	0.829	0	0	0.150	0.848
CDC45	HJURP	9606.ENSP00000405726	9606.ENSP00000414109	0	0	0	0	0.799	0	0	0.283	0.849
CDC45	TOP2A	9606.ENSP00000405726	9606.ENSP00000411532	0	0	0	0	0.829	0	0	0.548	0.919
CDC45	MCM3	9606.ENSP00000405726	9606.ENSP00000480987	0	0	0	0	0.934	0.985	0.600	0.962	0.999
CDC6	TRIP13	9606.ENSP00000209728	9606.ENSP00000166345	0.070	0	0	0	0.634	0.059	0	0.193	0.707
CDC6	STIL	9606.ENSP00000209728	9606.ENSP00000360944	0	0	0	0	0.363	0	0	0.102	0.403
CDC6	CENPH	9606.ENSP00000209728	9606.ENSP00000283006	0	0	0	0	0.355	0	0	0.120	0.409
CDC6	CENPM	9606.ENSP00000209728	9606.ENSP00000215980	0	0	0	0	0.420	0	0	0.063	0.434
CDC6	TACC3	9606.ENSP00000209728	9606.ENSP00000326550	0	0	0	0	0.392	0	0	0.114	0.439
CDC6	FANCD2	9606.ENSP00000209728	9606.ENSP00000287647	0	0	0	0	0.269	0	0	0.302	0.468
CDC6	TCF19	9606.ENSP00000209728	9606.ENSP00000365433	0	0	0	0	0.464	0	0	0.053	0.472
CDC6	FAM83D	9606.ENSP00000209728	9606.ENSP00000481110	0	0	0	0	0.474	0	0	0	0.474
CDC6	DEPDC1B	9606.ENSP00000209728	9606.ENSP00000265036	0	0	0	0	0.487	0	0	0.070	0.503
CDC6	EZH2	9606.ENSP00000209728	9606.ENSP00000320147	0	0	0	0	0.289	0.078	0	0.304	0.504
CDC6	CHAF1B	9606.ENSP00000209728	9606.ENSP00000315700	0	0	0	0	0.466	0	0	0.177	0.542
CDC6	RNASEH2A	9606.ENSP00000209728	9606.ENSP00000221486	0	0	0	0	0.396	0	0	0.307	0.563
CDC6	ECT2	9606.ENSP00000209728	9606.ENSP00000376457	0	0	0	0	0.470	0	0	0.218	0.567
CDC6	DEPDC1	9606.ENSP00000209728	9606.ENSP00000412292	0	0	0	0	0.590	0	0	0.151	0.638
CDC6	HJURP	9606.ENSP00000209728	9606.ENSP00000414109	0	0	0	0	0.572	0	0	0.212	0.648
CDC6	HMMR	9606.ENSP00000209728	9606.ENSP00000377492	0	0	0	0	0.600	0	0	0.193	0.664
CDC6	RAD54L	9606.ENSP00000209728	9606.ENSP00000361043	0.053	0	0	0	0.592	0.066	0	0.222	0.682
CDC6	CENPE	9606.ENSP00000209728	9606.ENSP00000265148	0	0	0	0	0.563	0.057	0	0.305	0.688
CDC6	CENPU	9606.ENSP00000209728	9606.ENSP00000281453	0	0	0	0	0.669	0	0	0.134	0.701
CDC6	CHTF18	9606.ENSP00000209728	9606.ENSP00000262315	0	0	0	0	0.529	0.168	0	0.313	0.707
CDC6	KIF4A	9606.ENSP00000209728	9606.ENSP00000363524	0	0	0	0	0.650	0.057	0	0.193	0.710
CDC6	SKA1	9606.ENSP00000209728	9606.ENSP00000285116	0	0	0	0	0.677	0	0	0.156	0.716
CDC6	MKI67	9606.ENSP00000209728	9606.ENSP00000357643	0	0	0	0	0.592	0	0	0.337	0.718
CDC6	FOXM1	9606.ENSP00000209728	9606.ENSP00000342307	0	0	0	0	0.584	0.120	0	0.341	0.738
CDC6	PKMYT1	9606.ENSP00000209728	9606.ENSP00000262300	0	0	0	0	0.453	0.078	0	0.529	0.742
CDC6	NEK2	9606.ENSP00000209728	9606.ENSP00000355966	0	0	0	0	0.615	0	0	0.370	0.747
CDC6	UBE2T	9606.ENSP00000209728	9606.ENSP00000356243	0	0	0	0	0.686	0.060	0	0.230	0.753
CDC6	ZWINT	9606.ENSP00000209728	9606.ENSP00000363055	0	0	0	0	0.734	0	0	0.150	0.764
CDC6	KIF20A	9606.ENSP00000209728	9606.ENSP00000378356	0	0	0	0	0.734	0.057	0	0.170	0.774
CDC6	HELLS	9606.ENSP00000209728	9606.ENSP00000377601	0.053	0	0	0	0.656	0.142	0	0.306	0.780
CDC6	MYBL2	9606.ENSP00000209728	9606.ENSP00000217026	0	0	0	0	0.615	0.102	0	0.465	0.799
CDC6	KIF2C	9606.ENSP00000209728	9606.ENSP00000361298	0	0	0	0	0.705	0.057	0	0.341	0.801
CDC6	TPX2	9606.ENSP00000209728	9606.ENSP00000300403	0	0	0	0	0.747	0	0	0.247	0.801
CDC6	CDCA3	9606.ENSP00000209728	9606.ENSP00000442068	0	0	0	0	0.702	0	0	0.385	0.809
CDC6	CENPF	9606.ENSP00000209728	9606.ENSP00000355922	0	0	0	0	0.681	0	0	0.440	0.814
CDC6	CDKN3	9606.ENSP00000209728	9606.ENSP00000335357	0	0	0	0	0.634	0.286	0	0.358	0.818
CDC6	CDKN2A	9606.ENSP00000209728	9606.ENSP00000418915	0	0	0	0	0.052	0.661	0	0.507	0.827
CDC6	NCAPH	9606.ENSP00000209728	9606.ENSP00000240423	0	0	0	0	0.833	0	0	0.119	0.847
CDC6	TOP2A	9606.ENSP00000209728	9606.ENSP00000411532	0	0	0	0	0.711	0.129	0	0.526	0.870
CDC6	CDCA8	9606.ENSP00000209728	9606.ENSP00000362146	0	0	0	0	0.808	0	0	0.359	0.872
CDC6	CDCA5	9606.ENSP00000209728	9606.ENSP00000275517	0	0	0	0	0.806	0	0	0.382	0.875
CDC6	TTK	9606.ENSP00000209728	9606.ENSP00000358813	0	0	0	0	0.824	0	0	0.323	0.875
CDC6	DLGAP5	9606.ENSP00000209728	9606.ENSP00000247191	0	0	0	0	0.821	0	0	0.366	0.882
CDC6	KIF23	9606.ENSP00000209728	9606.ENSP00000260363	0	0	0	0	0.832	0.057	0	0.323	0.883
CDC6	NUSAP1	9606.ENSP00000209728	9606.ENSP00000453403	0	0	0	0	0.834	0	0	0.340	0.886
CDC6	GINS4	9606.ENSP00000209728	9606.ENSP00000276533	0	0	0	0	0.304	0	0	0.843	0.886
CDC6	NUF2	9606.ENSP00000209728	9606.ENSP00000271452	0	0	0	0	0.829	0	0	0.369	0.887
CDC6	NDC80	9606.ENSP00000209728	9606.ENSP00000261597	0	0	0	0	0.877	0	0	0.182	0.895
CDC6	GINS1	9606.ENSP00000209728	9606.ENSP00000262460	0	0	0	0	0.738	0.078	0	0.651	0.908
CDC6	NCAPG	9606.ENSP00000209728	9606.ENSP00000251496	0	0	0	0	0.901	0	0	0.358	0.934
CDC6	KIF11	9606.ENSP00000209728	9606.ENSP00000260731	0	0	0	0	0.914	0.057	0	0.310	0.939
CDC6	UBE2S	9606.ENSP00000209728	9606.ENSP00000264552	0	0	0	0	0.206	0.060	0.900	0.298	0.940
CDC6	CDCA7	9606.ENSP00000209728	9606.ENSP00000306968	0	0	0	0	0.915	0	0	0.365	0.944
CDC6	GINS2	9606.ENSP00000209728	9606.ENSP00000253462	0	0	0	0	0.935	0	0	0.658	0.977
CDC6	E2F1	9606.ENSP00000209728	9606.ENSP00000345571	0	0	0	0	0.290	0.499	0.900	0.656	0.986
CDC6	CHEK1	9606.ENSP00000209728	9606.ENSP00000388648	0	0	0	0	0.727	0.323	0.650	0.842	0.988
CDC6	GMNN	9606.ENSP00000209728	9606.ENSP00000230056	0	0	0	0	0.591	0	0.650	0.927	0.988
CDC6	DTL	9606.ENSP00000209728	9606.ENSP00000355958	0	0	0	0	0.967	0	0	0.694	0.989
